case,replica,ensemble,time_fs,temperature_k,potential_energy_ev_per_atom,total_energy_ev_per_atom,max_force_ev_per_angstrom,nearest_neighbor_distance_angstrom,rms_displacement_angstrom
compressed_fcc,1,nvt,60,222.935582536,-3.37882971764,-3.35091359436,1.88055093569,2.52925023443,0.143127761692
compressed_fcc,1,nvt,65,251.771903191,-3.38257193565,-3.35104491154,1.93180750348,2.53640566131,0.13954771924
compressed_fcc,1,nvt,70,297.917518457,-3.38569736481,-3.34839195992,1.70927082427,2.53949194328,0.134448727815
compressed_fcc,1,nvt,75,301.889499024,-3.38674283028,-3.34894005167,1.32177961543,2.54354292121,0.128511885869
compressed_fcc,1,nvt,80,306.551234068,-3.38453602791,-3.34614950413,1.44709723192,2.54505372834,0.122840026683
compressed_fcc,1,nvt,85,307.778444274,-3.38050079346,-3.3419605977,1.53104853608,2.54113398722,0.117385662796
compressed_fcc,1,nvt,90,274.783828569,-3.3762614727,-3.34185288191,1.73044028357,2.53804438577,0.114113906994
compressed_fcc,1,nvt,95,286.232984716,-3.37497091293,-3.33912865215,1.9277162932,2.53659811524,0.111268904558
compressed_fcc,1,nvt,100,299.082852971,-3.37676215172,-3.33931082296,2.05094619382,2.53358351772,0.108941881189
compressed_fcc,1,nvt,105,326.170039871,-3.37928700447,-3.33844380242,2.00788292221,2.53281630346,0.107103449403
compressed_fcc,1,nvt,110,336.688708123,-3.37962675095,-3.33746639514,1.86259399744,2.53412102382,0.107515282701
compressed_fcc,1,nvt,115,334.185266388,-3.37655305862,-3.33470618525,1.79106353935,2.52844995537,0.108998994857
compressed_fcc,1,nvt,120,287.157827188,-3.3719367981,-3.335978728,1.88381519543,2.52180145241,0.111522399125
compressed_fcc,1,nve,5,238.461681724,-3.41224336624,-3.3823830558,0.696293420693,2.6033342591,0
compressed_fcc,1,nve,10,168.355808914,-3.40346097946,-3.38237936718,1.28395159835,2.57670011344,0.0214030304024
compressed_fcc,1,nve,15,96.7723236813,-3.39449238777,-3.38237450113,1.6383515115,2.55835635992,0.0382503242559
compressed_fcc,1,nve,20,57.5811917535,-3.38958668709,-3.38237633678,1.67998690718,2.54994080744,0.049746632747
compressed_fcc,1,nve,25,58.3802565166,-3.38968753815,-3.38237712848,1.4043350358,2.55124348979,0.0563836068919
compressed_fcc,1,nve,30,81.5492168838,-3.39259052277,-3.38237888241,1.00987551059,2.5568800388,0.0596296295811
compressed_fcc,1,nve,35,103.532130263,-3.39534497261,-3.38238061906,0.979955017602,2.56240225458,0.0611540027835
compressed_fcc,1,nve,40,114.041640131,-3.3966588974,-3.38237853691,1.19150977975,2.55996833115,0.0619588583555
compressed_fcc,1,nve,45,118.998671422,-3.39727926254,-3.38237817971,1.30206507214,2.56108882739,0.0621273255443
compressed_fcc,1,nve,50,128.285112112,-3.39844298363,-3.3823790473,1.21189671647,2.56597034902,0.0613996841473
