time,exact_position,float64_exact_position,low_precision_exact_position,float64_biased_position
243.9,0.413750009127,0.686773160106,0.697,-0.0523377119672
244.8,0.970324535986,0.996177509334,0.99,-0.820664743789
245.7,0.792576798926,0.549790505939,0.532,-0.954746865427
246.6,0.0150227416791,-0.313717850075,-0.329,-0.350959662844
247.5,-0.773900226969,-0.939211157538,-0.939,0.524064218935
248.4,-0.977150932741,-0.852132996058,-0.837,0.994068796565
249.3,-0.440913293624,-0.118548821673,-0.1,0.695814375175
250.2,0.428998735821,0.704977329362,0.713,-0.140195237025
251.1,0.974253074748,0.993643212689,0.986,-0.867855957442
252,0.782212109942,0.528440492574,0.511,-0.924800373855
252.9,-0.00179138506351,-0.337685507701,-0.35,-0.267019399061
253.8,-0.784439195567,-0.947612402661,-0.947,0.597125619097
254.7,-0.97343906187,-0.838593875887,-0.826,0.999786349647
255.6,-0.425759653158,-0.0933413508363,-0.079,0.629769310944
256.5,0.444126172889,0.722728458427,0.728,-0.22696046043
257.4,0.977906165634,0.990470370247,0.983,-0.908285454237
258.3,0.771626268293,0.506750887037,0.492,-0.887648495001
259.2,-0.0186050053328,-0.361436158196,-0.374,-0.180998709885
260.1,-0.794756381842,-0.955404682804,-0.955,0.665534640796
261,-0.969451973267,-0.824515849408,-0.812,0.997714278014
261.9,-0.410485638843,-0.0680738959668,-0.053,0.558817531803
262.8,0.459128043394,0.740015139876,0.746,-0.311957369221
263.7,0.981282775815,0.986661020972,0.979,-0.941638236268
264.6,0.760822266884,0.484735627739,0.468,-0.843580689903
265.5,-0.0354133654603,-0.38495453866,-0.398,-0.0935678073918
266.4,-0.804848868844,-0.962582990409,-0.962,0.728758289553
267.3,-0.96519079419,-0.809907963595,-0.797,0.987868725777
268.2,-0.395095569058,-0.0427626947106,-0.027,0.483511843591
269.1,0.474000105897,0.756826264755,0.764,-0.394523727892
270,0.984381950633,0.982217612872,0.976,-0.96765444236
270.9,0.749803160301,0.462408862365,0.448,-0.792940303581
271.8,-0.0522117132651,-0.408225535456,-0.421,-0.00540789103996
272.7,-0.814713803153,-0.969142712474,-0.971,0.786303971627
273.6,-0.96065672939,-0.794779605926,-0.782,0.970326402481
274.5,-0.379593794997,-0.0174240128268,0.001,0.404438974713
275.4,0.488738155662,0.773151029717,0.784,-0.474016238052
276.3,0.987202813865,0.977143001416,0.972,-0.986131372723
277.2,0.738572063944,0.439784938783,0.421,-0.736121889934
278.1,-0.0689952993965,-0.431234193922,-0.448,0.0827941597556
279,-0.824348395682,-0.975079633517,-0.977,0.83772333196
279.9,-0.955851060771,-0.77914049835,-0.765,0.945223985443
280.8,-0.363984699433,0.00792586626538,0.027,0.322215004768
281.7,0.50333802584,0.788978943962,0.799,-0.549815550557
282.6,0.989744567976,0.971440447707,0.966,-0.996925068248
283.5,0.727132153152,0.416878395825,0.399,-0.673568137665
284.4,-0.085759378678,-0.453965727984,-0.471,0.170351137298
285.3,-0.83374992247,-0.980389938291,-0.983,0.882615747438
286.2,-0.950775147026,-0.763000691041,-0.75,0.912757054856
287.1,-0.348272695481,0.0332706519513,0.054,0.237480564497
288,0.517795588651,0.804299835985,0.815,-0.621331091032
288.9,0.992006494345,0.965113616381,0.958,-0.99995143213
289.8,0.715486662297,0.393703953942,0.373,-0.605766421153
290.7,-0.102499211448,-0.476405529658,-0.494,0.256580859843
291.6,-0.842915725449,-0.985070214231,-0.988,0.920631448264
292.5,-0.945430423254,-0.746370555937,-0.732,0.87317856997
293.4,-0.332462225354,0.0585940568893,0.081,0.150895844437
294.3,0.532106756547,0.819103860109,0.832,-0.688005661208
295.2,0.993987953462,0.958166573257,0.951,-0.995186885093
296.1,0.703638883879,0.370276505747,0.35,-0.533245003191
297,-0.119210064899,-0.498539178434,-0.517,0.340811486673
297.9,-0.851843213197,-0.989117453645,-0.994,0.951474243115
298.8,-0.939818400555,-0.729260780076,-0.717,0.826796898213
299.7,-0.316557759102,0.0838798074778,0.104,0.0631354511961
300.6,0.546267483373,0.833381502809,0.846,-0.749319780221
301.5,0.995688385115,0.950603782718,0.944,-0.9826685491
302.4,0.691592167585,0.34661110644,0.327,-0.456568919127
303.3,-0.135887214418,-0.520352450545,-0.539,0.422386752605
304.2,-0.86052986167,-0.992529055654,-0.994,0.97490382685
305.1,-0.9339406656,-0.711682358729,-0.695,0.773973412608
306,-0.30056379335,0.109111654313,0.132,-0.0251168486122
306.9,0.560273765505,0.847123588832,0.857,-0.804795732028
307.8,0.997107308546,0.942430104846,0.931,-0.962493958129
308.7,0.679349919351,0.322722964137,0.3,-0.376335574517
309.6,-0.152525944921,-0.541831328111,-0.558,0.50067108114
310.5,-0.868973214917,-0.995302827856,-0.993,0.990737652806
311.4,-0.927798880184,-0.693646588331,-0.674,0.715119676214
312.3,-0.284484850029,0.134273382631,0.155,-0.113173455786
313.2,0.574121642985,0.86032128709,0.866,-0.854001287438
314.1,0.998244322587,0.933650792301,0.919,-0.934820298257
315,0.666915600395,0.298627430097,0.276,-0.293170090562
315.9,-0.169121552186,-0.562962008141,-0.577,0.575054536424
316.8,-0.877170885771,-0.997436987739,-0.993,0.998852355063
317.7,-0.921394780758,-0.675165059226,-0.656,0.65069423552
