thermostat,replica_index,time,relative_energy_error
moderate_argon_langevin,1,0.18,9.03147763287e-07
moderate_argon_langevin,1,0.21,3.63086680074e-06
moderate_argon_langevin,1,0.24,-1.18294205072e-05
moderate_argon_langevin,1,0.27,3.62487604031e-06
moderate_argon_langevin,1,0.3,4.39521593762e-06
moderate_argon_langevin,1,0.33,-5.3146498459e-06
moderate_argon_langevin,1,0.36,-4.42628137804e-06
moderate_argon_langevin,1,0.39,-9.10678166266e-07
moderate_argon_langevin,1,0.42,1.44509597555e-06
moderate_argon_langevin,1,0.45,-7.8733293519e-07
moderate_argon_langevin,1,0.48,-2.45850359987e-05
moderate_argon_langevin,1,0.51,-8.56835229782e-06
moderate_argon_langevin,1,0.54,-6.81176701842e-07
moderate_argon_langevin,1,0.57,5.79369901545e-06
moderate_argon_langevin,1,0.6,-1.76724052961e-05
moderate_argon_langevin,1,0.63,-3.53945718363e-06
moderate_argon_langevin,1,0.66,3.84675285158e-06
moderate_argon_langevin,1,0.69,-2.01023842192e-05
moderate_argon_langevin,1,0.72,1.31972950509e-05
moderate_argon_langevin,1,0.75,-1.7310411221e-05
moderate_argon_langevin,1,0.78,1.87887799198e-06
moderate_argon_langevin,1,0.81,-6.53687650061e-06
moderate_argon_langevin,1,0.84,-5.89906170498e-06
moderate_argon_langevin,1,0.87,2.02430344033e-06
moderate_argon_langevin,1,0.9,1.47702889934e-05
moderate_argon_langevin,1,0.93,-1.36146503875e-05
moderate_argon_langevin,1,0.96,2.63782360699e-06
moderate_argon_langevin,1,0.99,-8.99639175808e-06
moderate_argon_langevin,1,1.02,1.78010091234e-05
moderate_argon_langevin,1,1.05,-9.45720094483e-06
moderate_argon_langevin,1,1.08,-2.35844170289e-05
moderate_argon_langevin,1,1.11,1.78754037652e-05
moderate_argon_langevin,1,1.14,-1.26103459386e-05
moderate_argon_langevin,1,1.17,-1.8130345688e-05
moderate_argon_langevin,1,1.2,-2.52946539922e-06
